stu_id,gender,grade,activity_start,activity_end,type_name,hour,duration,waktu_label
2,Male,67,2025-04-24 14:27:51,2025-04-24 14:35:51,Individual Assignment,14,8.0,Siang
2,Male,62,2025-04-24 14:27:51,2025-04-24 14:35:51,Individual Assignment,14,8.0,Siang
2,Male,54,2025-04-24 14:27:51,2025-04-24 14:35:51,Individual Assignment,14,8.0,Siang
2,Male,56,2025-04-24 14:27:51,2025-04-24 14:35:51,Individual Assignment,14,8.0,Siang
2,Male,93,2025-04-24 14:27:51,2025-04-24 14:35:51,Individual Assignment,14,8.0,Siang
2,Male,67,2025-04-24 14:33:51,2025-04-24 15:03:51,Individual Assignment,14,30.0,Siang
2,Male,62,2025-04-24 14:33:51,2025-04-24 15:03:51,Individual Assignment,14,30.0,Siang
2,Male,54,2025-04-24 14:33:51,2025-04-24 15:03:51,Individual Assignment,14,30.0,Siang
2,Male,56,2025-04-24 14:33:51,2025-04-24 15:03:51,Individual Assignment,14,30.0,Siang
2,Male,93,2025-04-24 14:33:51,2025-04-24 15:03:51,Individual Assignment,14,30.0,Siang
2,Male,67,2025-05-04 00:23:00,2025-05-04 00:40:00,Individual Assignment,0,17.0,Malam
2,Male,62,2025-05-04 00:23:00,2025-05-04 00:40:00,Individual Assignment,0,17.0,Malam
2,Male,54,2025-05-04 00:23:00,2025-05-04 00:40:00,Individual Assignment,0,17.0,Malam
2,Male,56,2025-05-04 00:23:00,2025-05-04 00:40:00,Individual Assignment,0,17.0,Malam
2,Male,93,2025-05-04 00:23:00,2025-05-04 00:40:00,Individual Assignment,0,17.0,Malam
2,Male,67,2025-05-04 00:17:00,2025-05-04 00:46:00,Individual Assignment,0,29.0,Malam
2,Male,62,2025-05-04 00:17:00,2025-05-04 00:46:00,Individual Assignment,0,29.0,Malam
2,Male,54,2025-05-04 00:17:00,2025-05-04 00:46:00,Individual Assignment,0,29.0,Malam
2,Male,56,2025-05-04 00:17:00,2025-05-04 00:46:00,Individual Assignment,0,29.0,Malam
2,Male,93,2025-05-04 00:17:00,2025-05-04 00:46:00,Individual Assignment,0,29.0,Malam
2,Male,67,2025-04-22 23:35:54,2025-04-22 23:41:54,Group Assignment,23,6.0,Malam
2,Male,62,2025-04-22 23:35:54,2025-04-22 23:41:54,Group Assignment,23,6.0,Malam
2,Male,54,2025-04-22 23:35:54,2025-04-22 23:41:54,Group Assignment,23,6.0,Malam
2,Male,56,2025-04-22 23:35:54,2025-04-22 23:41:54,Group Assignment,23,6.0,Malam
2,Male,93,2025-04-22 23:35:54,2025-04-22 23:41:54,Group Assignment,23,6.0,Malam
2,Male,67,2025-04-22 23:25:54,2025-04-22 23:43:54,Group Assignment,23,18.0,Malam
2,Male,62,2025-04-22 23:25:54,2025-04-22 23:43:54,Group Assignment,23,18.0,Malam
2,Male,54,2025-04-22 23:25:54,2025-04-22 23:43:54,Group Assignment,23,18.0,Malam
2,Male,56,2025-04-22 23:25:54,2025-04-22 23:43:54,Group Assignment,23,18.0,Malam
2,Male,93,2025-04-22 23:25:54,2025-04-22 23:43:54,Group Assignment,23,18.0,Malam
2,Male,67,2025-04-28 08:27:42,2025-04-28 08:57:42,Quiz,8,30.0,Pagi
2,Male,62,2025-04-28 08:27:42,2025-04-28 08:57:42,Quiz,8,30.0,Pagi
2,Male,54,2025-04-28 08:27:42,2025-04-28 08:57:42,Quiz,8,30.0,Pagi
2,Male,56,2025-04-28 08:27:42,2025-04-28 08:57:42,Quiz,8,30.0,Pagi
2,Male,93,2025-04-28 08:27:42,2025-04-28 08:57:42,Quiz,8,30.0,Pagi
2,Male,67,2025-04-28 08:26:42,2025-04-28 08:45:42,Quiz,8,19.0,Pagi
2,Male,62,2025-04-28 08:26:42,2025-04-28 08:45:42,Quiz,8,19.0,Pagi
2,Male,54,2025-04-28 08:26:42,2025-04-28 08:45:42,Quiz,8,19.0,Pagi
2,Male,56,2025-04-28 08:26:42,2025-04-28 08:45:42,Quiz,8,19.0,Pagi
2,Male,93,2025-04-28 08:26:42,2025-04-28 08:45:42,Quiz,8,19.0,Pagi
2,Male,67,2025-04-19 13:39:10,2025-04-19 13:45:10,Forum,13,6.0,Siang
2,Male,62,2025-04-19 13:39:10,2025-04-19 13:45:10,Forum,13,6.0,Siang
2,Male,54,2025-04-19 13:39:10,2025-04-19 13:45:10,Forum,13,6.0,Siang
2,Male,56,2025-04-19 13:39:10,2025-04-19 13:45:10,Forum,13,6.0,Siang
2,Male,93,2025-04-19 13:39:10,2025-04-19 13:45:10,Forum,13,6.0,Siang
2,Male,67,2025-04-28 16:04:13,2025-04-28 16:13:13,Group Assignment,16,9.0,Siang
2,Male,62,2025-04-28 16:04:13,2025-04-28 16:13:13,Group Assignment,16,9.0,Siang
2,Male,54,2025-04-28 16:04:13,2025-04-28 16:13:13,Group Assignment,16,9.0,Siang
2,Male,56,2025-04-28 16:04:13,2025-04-28 16:13:13,Group Assignment,16,9.0,Siang
2,Male,93,2025-04-28 16:04:13,2025-04-28 16:13:13,Group Assignment,16,9.0,Siang
2,Male,67,2025-04-28 16:07:13,2025-04-28 16:17:13,Group Assignment,16,10.0,Siang
2,Male,62,2025-04-28 16:07:13,2025-04-28 16:17:13,Group Assignment,16,10.0,Siang
2,Male,54,2025-04-28 16:07:13,2025-04-28 16:17:13,Group Assignment,16,10.0,Siang
2,Male,56,2025-04-28 16:07:13,2025-04-28 16:17:13,Group Assignment,16,10.0,Siang
2,Male,93,2025-04-28 16:07:13,2025-04-28 16:17:13,Group Assignment,16,10.0,Siang
2,Male,67,2025-05-05 08:32:09,2025-05-05 08:48:09,Group Assignment,8,16.0,Pagi
2,Male,62,2025-05-05 08:32:09,2025-05-05 08:48:09,Group Assignment,8,16.0,Pagi
2,Male,54,2025-05-05 08:32:09,2025-05-05 08:48:09,Group Assignment,8,16.0,Pagi
2,Male,56,2025-05-05 08:32:09,2025-05-05 08:48:09,Group Assignment,8,16.0,Pagi
2,Male,93,2025-05-05 08:32:09,2025-05-05 08:48:09,Group Assignment,8,16.0,Pagi
2,Male,67,2025-05-05 08:38:09,2025-05-05 08:49:09,Group Assignment,8,11.0,Pagi
2,Male,62,2025-05-05 08:38:09,2025-05-05 08:49:09,Group Assignment,8,11.0,Pagi
2,Male,54,2025-05-05 08:38:09,2025-05-05 08:49:09,Group Assignment,8,11.0,Pagi
2,Male,56,2025-05-05 08:38:09,2025-05-05 08:49:09,Group Assignment,8,11.0,Pagi
2,Male,93,2025-05-05 08:38:09,2025-05-05 08:49:09,Group Assignment,8,11.0,Pagi
2,Male,67,2025-04-20 04:23:10,2025-04-20 04:39:10,Forum,4,16.0,Malam
2,Male,62,2025-04-20 04:23:10,2025-04-20 04:39:10,Forum,4,16.0,Malam
2,Male,54,2025-04-20 04:23:10,2025-04-20 04:39:10,Forum,4,16.0,Malam
2,Male,56,2025-04-20 04:23:10,2025-04-20 04:39:10,Forum,4,16.0,Malam
2,Male,93,2025-04-20 04:23:10,2025-04-20 04:39:10,Forum,4,16.0,Malam
2,Male,67,2025-04-29 22:33:53,2025-04-29 22:46:53,Individual Assignment,22,13.0,Malam
2,Male,62,2025-04-29 22:33:53,2025-04-29 22:46:53,Individual Assignment,22,13.0,Malam
2,Male,54,2025-04-29 22:33:53,2025-04-29 22:46:53,Individual Assignment,22,13.0,Malam
2,Male,56,2025-04-29 22:33:53,2025-04-29 22:46:53,Individual Assignment,22,13.0,Malam
2,Male,93,2025-04-29 22:33:53,2025-04-29 22:46:53,Individual Assignment,22,13.0,Malam
2,Male,67,2025-04-29 22:34:53,2025-04-29 22:43:53,Individual Assignment,22,9.0,Malam
2,Male,62,2025-04-29 22:34:53,2025-04-29 22:43:53,Individual Assignment,22,9.0,Malam
2,Male,54,2025-04-29 22:34:53,2025-04-29 22:43:53,Individual Assignment,22,9.0,Malam
2,Male,56,2025-04-29 22:34:53,2025-04-29 22:43:53,Individual Assignment,22,9.0,Malam
2,Male,93,2025-04-29 22:34:53,2025-04-29 22:43:53,Individual Assignment,22,9.0,Malam
2,Male,67,2025-05-03 19:33:46,2025-05-03 19:41:46,Group Assignment,19,8.0,Malam
2,Male,62,2025-05-03 19:33:46,2025-05-03 19:41:46,Group Assignment,19,8.0,Malam
2,Male,54,2025-05-03 19:33:46,2025-05-03 19:41:46,Group Assignment,19,8.0,Malam
2,Male,56,2025-05-03 19:33:46,2025-05-03 19:41:46,Group Assignment,19,8.0,Malam
2,Male,93,2025-05-03 19:33:46,2025-05-03 19:41:46,Group Assignment,19,8.0,Malam
2,Male,67,2025-05-03 19:37:46,2025-05-03 19:54:46,Group Assignment,19,17.0,Malam
2,Male,62,2025-05-03 19:37:46,2025-05-03 19:54:46,Group Assignment,19,17.0,Malam
2,Male,54,2025-05-03 19:37:46,2025-05-03 19:54:46,Group Assignment,19,17.0,Malam
2,Male,56,2025-05-03 19:37:46,2025-05-03 19:54:46,Group Assignment,19,17.0,Malam
2,Male,93,2025-05-03 19:37:46,2025-05-03 19:54:46,Group Assignment,19,17.0,Malam
2,Male,67,2025-05-03 19:32:46,2025-05-03 19:52:46,Group Assignment,19,20.0,Malam
2,Male,62,2025-05-03 19:32:46,2025-05-03 19:52:46,Group Assignment,19,20.0,Malam
2,Male,54,2025-05-03 19:32:46,2025-05-03 19:52:46,Group Assignment,19,20.0,Malam
2,Male,56,2025-05-03 19:32:46,2025-05-03 19:52:46,Group Assignment,19,20.0,Malam
2,Male,93,2025-05-03 19:32:46,2025-05-03 19:52:46,Group Assignment,19,20.0,Malam
2,Male,67,2025-05-09 09:03:39,2025-05-09 09:20:39,Forum,9,17.0,Pagi
2,Male,62,2025-05-09 09:03:39,2025-05-09 09:20:39,Forum,9,17.0,Pagi
2,Male,54,2025-05-09 09:03:39,2025-05-09 09:20:39,Forum,9,17.0,Pagi
2,Male,56,2025-05-09 09:03:39,2025-05-09 09:20:39,Forum,9,17.0,Pagi
2,Male,93,2025-05-09 09:03:39,2025-05-09 09:20:39,Forum,9,17.0,Pagi
2,Male,67,2025-05-09 09:08:39,2025-05-09 09:20:39,Forum,9,12.0,Pagi
2,Male,62,2025-05-09 09:08:39,2025-05-09 09:20:39,Forum,9,12.0,Pagi
2,Male,54,2025-05-09 09:08:39,2025-05-09 09:20:39,Forum,9,12.0,Pagi
2,Male,56,2025-05-09 09:08:39,2025-05-09 09:20:39,Forum,9,12.0,Pagi
2,Male,93,2025-05-09 09:08:39,2025-05-09 09:20:39,Forum,9,12.0,Pagi
2,Male,67,2025-05-05 17:52:06,2025-05-05 18:19:06,Individual Assignment,17,27.0,Siang
2,Male,62,2025-05-05 17:52:06,2025-05-05 18:19:06,Individual Assignment,17,27.0,Siang
2,Male,54,2025-05-05 17:52:06,2025-05-05 18:19:06,Individual Assignment,17,27.0,Siang
2,Male,56,2025-05-05 17:52:06,2025-05-05 18:19:06,Individual Assignment,17,27.0,Siang
2,Male,93,2025-05-05 17:52:06,2025-05-05 18:19:06,Individual Assignment,17,27.0,Siang
2,Male,67,2025-05-05 17:47:06,2025-05-05 17:55:06,Individual Assignment,17,8.0,Siang
2,Male,62,2025-05-05 17:47:06,2025-05-05 17:55:06,Individual Assignment,17,8.0,Siang
2,Male,54,2025-05-05 17:47:06,2025-05-05 17:55:06,Individual Assignment,17,8.0,Siang
2,Male,56,2025-05-05 17:47:06,2025-05-05 17:55:06,Individual Assignment,17,8.0,Siang
2,Male,93,2025-05-05 17:47:06,2025-05-05 17:55:06,Individual Assignment,17,8.0,Siang
2,Male,67,2025-04-24 12:11:04,2025-04-24 12:25:04,Group Assignment,12,14.0,Siang
2,Male,62,2025-04-24 12:11:04,2025-04-24 12:25:04,Group Assignment,12,14.0,Siang
2,Male,54,2025-04-24 12:11:04,2025-04-24 12:25:04,Group Assignment,12,14.0,Siang
2,Male,56,2025-04-24 12:11:04,2025-04-24 12:25:04,Group Assignment,12,14.0,Siang
2,Male,93,2025-04-24 12:11:04,2025-04-24 12:25:04,Group Assignment,12,14.0,Siang
2,Male,67,2025-04-24 12:04:04,2025-04-24 12:14:04,Group Assignment,12,10.0,Siang
2,Male,62,2025-04-24 12:04:04,2025-04-24 12:14:04,Group Assignment,12,10.0,Siang
2,Male,54,2025-04-24 12:04:04,2025-04-24 12:14:04,Group Assignment,12,10.0,Siang
2,Male,56,2025-04-24 12:04:04,2025-04-24 12:14:04,Group Assignment,12,10.0,Siang
2,Male,93,2025-04-24 12:04:04,2025-04-24 12:14:04,Group Assignment,12,10.0,Siang
2,Male,67,2025-04-24 12:03:04,2025-04-24 12:11:04,Group Assignment,12,8.0,Siang
2,Male,62,2025-04-24 12:03:04,2025-04-24 12:11:04,Group Assignment,12,8.0,Siang
2,Male,54,2025-04-24 12:03:04,2025-04-24 12:11:04,Group Assignment,12,8.0,Siang
2,Male,56,2025-04-24 12:03:04,2025-04-24 12:11:04,Group Assignment,12,8.0,Siang
2,Male,93,2025-04-24 12:03:04,2025-04-24 12:11:04,Group Assignment,12,8.0,Siang
2,Male,67,2025-05-02 11:46:07,2025-05-02 12:03:07,Group Assignment,11,17.0,Pagi
2,Male,62,2025-05-02 11:46:07,2025-05-02 12:03:07,Group Assignment,11,17.0,Pagi
2,Male,54,2025-05-02 11:46:07,2025-05-02 12:03:07,Group Assignment,11,17.0,Pagi
2,Male,56,2025-05-02 11:46:07,2025-05-02 12:03:07,Group Assignment,11,17.0,Pagi
2,Male,93,2025-05-02 11:46:07,2025-05-02 12:03:07,Group Assignment,11,17.0,Pagi
2,Male,67,2025-04-25 16:48:07,2025-04-25 16:55:07,Individual Assignment,16,7.0,Siang
2,Male,62,2025-04-25 16:48:07,2025-04-25 16:55:07,Individual Assignment,16,7.0,Siang
2,Male,54,2025-04-25 16:48:07,2025-04-25 16:55:07,Individual Assignment,16,7.0,Siang
2,Male,56,2025-04-25 16:48:07,2025-04-25 16:55:07,Individual Assignment,16,7.0,Siang
2,Male,93,2025-04-25 16:48:07,2025-04-25 16:55:07,Individual Assignment,16,7.0,Siang
2,Male,67,2025-04-25 16:38:07,2025-04-25 17:00:07,Individual Assignment,16,22.0,Siang
2,Male,62,2025-04-25 16:38:07,2025-04-25 17:00:07,Individual Assignment,16,22.0,Siang
2,Male,54,2025-04-25 16:38:07,2025-04-25 17:00:07,Individual Assignment,16,22.0,Siang
2,Male,56,2025-04-25 16:38:07,2025-04-25 17:00:07,Individual Assignment,16,22.0,Siang
2,Male,93,2025-04-25 16:38:07,2025-04-25 17:00:07,Individual Assignment,16,22.0,Siang
5,Male,56,2025-04-24 14:24:51,2025-04-24 14:33:51,Individual Assignment,14,9.0,Siang
5,Male,97,2025-04-24 14:24:51,2025-04-24 14:33:51,Individual Assignment,14,9.0,Siang
5,Male,97,2025-04-24 14:24:51,2025-04-24 14:33:51,Individual Assignment,14,9.0,Siang
5,Male,98,2025-04-24 14:24:51,2025-04-24 14:33:51,Individual Assignment,14,9.0,Siang
5,Male,60,2025-04-24 14:24:51,2025-04-24 14:33:51,Individual Assignment,14,9.0,Siang
5,Male,56,2025-04-24 14:31:51,2025-04-24 15:00:51,Individual Assignment,14,29.0,Siang
5,Male,97,2025-04-24 14:31:51,2025-04-24 15:00:51,Individual Assignment,14,29.0,Siang
5,Male,97,2025-04-24 14:31:51,2025-04-24 15:00:51,Individual Assignment,14,29.0,Siang
